ra,dec
19 15 06.98 ,10 56 19.02 
19 15 08.98 ,10 57 01.40 
19 15 10.21 ,10 55 37.04 
19 15 10.88 ,10 56 48.49 
19 15 08.17 ,10 56 10.00 
19 15 07.62 ,10 57 11.43 
19 15 09.83 ,10 57 18.53 
19 15 08.50 ,10 55 55.35 
19 15 13.08 ,10 56 38.32 
19 15 10.71 ,10 55 54.20 
19 15 08.91 ,10 57 22.13 
19 15 14.13 ,10 57 16.80 
19 15 07.13 ,10 56 13.66 
19 15 11.54 ,10 56 14.38 
19 15 13.27 ,10 56 48.77 
19 15 11.52 ,10 56 07.55 
19 15 09.93 ,10 57 31.24 
19 15 12.00 ,10 56 38.76 
19 15 13.77 ,10 55 57.34 
19 15 06.41 ,10 56 49.88 
19 15 09.93 ,10 56 18.09 
19 15 10.16 ,10 57 19.45 
19 15 13.59 ,10 56 30.55 
19 15 12.34 ,10 56 14.67 
19 15 11.19 ,10 56 01.30 
19 15 11.80 ,10 57 24.31 
19 15 09.49 ,10 55 49.85 
19 15 12.01 ,10 55 48.40 
19 15 10.89 ,10 56 54.88 
19 15 12.60 ,10 56 45.32 
19 15 08.84 ,10 56 33.99 
19 15 09.20 ,10 56 11.11 
19 15 08.79 ,10 56 24.58 
19 15 11.26 ,10 57 22.92 
19 15 09.53 ,10 56 10.76 
19 15 12.03 ,10 56 12.69 
19 15 12.05 ,10 57 42.67 
19 15 08.43 ,10 56 34.70 
19 15 09.80 ,10 56 52.88 
19 15 08.41 ,10 56 37.18 
19 15 10.58 ,10 56 24.36 
19 15 09.40 ,10 56 11.03 
19 15 14.20 ,10 56 47.77 
19 15 09.26 ,10 57 36.84 
19 15 08.77 ,10 56 46.91 
19 15 07.49 ,10 56 39.33 
19 15 09.39 ,10 57 06.70 
19 15 07.29 ,10 56 15.04 
19 15 11.53 ,10 56 28.13 
19 15 08.59 ,10 55 46.64 
19 15 13.11 ,10 57 14.21 
19 15 12.90 ,10 56 17.20 
19 15 12.54 ,10 56 33.41 
19 15 07.62 ,10 56 42.86 
19 15 11.42 ,10 57 28.03 
19 15 13.68 ,10 57 04.53 
19 15 12.58 ,10 57 26.39 
19 15 11.52 ,10 55 55.56 
19 15 11.74 ,10 56 41.27 
19 15 12.78 ,10 56 36.79 
19 15 13.61 ,10 56 15.58 
19 15 11.18 ,10 57 14.46 
19 15 10.90 ,10 55 39.14 
19 15 07.79 ,10 57 31.53 
19 15 08.69 ,10 57 17.90 
19 15 08.60 ,10 57 38.99 
19 15 12.06 ,10 56 30.19 
19 15 12.47 ,10 56 18.19 
19 15 07.01 ,10 56 18.13 
19 15 09.28 ,10 56 00.10 
19 15 14.15 ,10 55 55.96 
19 15 13.74 ,10 55 47.43 
19 15 09.30 ,10 56 17.37 
19 15 08.44 ,10 57 11.28 
19 15 07.10 ,10 56 19.28 
19 15 06.47 ,10 56 28.29 
19 15 13.00 ,10 57 06.32 
19 15 13.50 ,10 56 28.07 
19 15 10.78 ,10 55 50.92 
19 15 06.45 ,10 56 34.25 
19 15 09.67 ,10 56 46.37 
19 15 07.45 ,10 56 50.81 
19 15 12.87 ,10 55 53.37 
19 15 09.50 ,10 56 16.53 
19 15 09.57 ,10 56 09.06 
19 15 11.79 ,10 56 46.77 
19 15 13.80 ,10 57 13.86 
19 15 07.89 ,10 56 20.45 
19 15 11.90 ,10 55 55.75 
19 15 09.86 ,10 56 07.70 
19 15 12.54 ,10 57 16.56 
19 15 12.34 ,10 56 52.06 
19 15 13.78 ,10 56 33.63 
19 15 09.38 ,10 57 02.02 
19 15 08.64 ,10 56 01.54 
19 15 11.17 ,10 55 52.52 
19 15 11.41 ,10 56 02.74 
19 15 10.66 ,10 55 51.99 
19 15 08.89 ,10 56 08.44 
19 15 10.33 ,10 56 09.92 
19 15 12.49 ,10 56 32.12 
19 15 06.99 ,10 56 35.98 
19 15 12.77 ,10 56 34.28 
19 15 09.08 ,10 56 20.73 
19 15 12.84 ,10 57 32.25 
19 15 09.86 ,10 57 20.61 
19 15 09.84 ,10 57 24.99 
19 15 14.30 ,10 56 41.28 
19 15 08.11 ,10 56 59.23 
19 15 07.36 ,10 56 32.32 
19 15 12.04 ,10 56 14.60 
19 15 09.46 ,10 56 05.07 
19 15 12.36 ,10 56 52.79 
19 15 11.80 ,10 56 32.70 
19 15 12.03 ,10 56 58.46 
19 15 10.83 ,10 55 44.92 
19 15 11.60 ,10 56 51.01 
19 15 13.64 ,10 56 33.44 
19 15 13.05 ,10 56 08.51 
19 15 08.45 ,10 55 39.67 
19 15 08.42 ,10 57 21.82 
19 15 11.47 ,10 55 57.83 
19 15 10.09 ,10 56 13.18 
19 15 13.94 ,10 56 23.08 
19 15 07.86 ,10 57 24.57 
19 15 11.05 ,10 56 20.94 
19 15 13.63 ,10 56 19.05 
19 15 14.17 ,10 57 14.43 
19 15 09.39 ,10 56 32.33 
19 15 11.66 ,10 56 20.25 
19 15 08.86 ,10 56 45.59 
19 15 12.22 ,10 56 56.43 
19 15 12.15 ,10 57 30.80 
19 15 10.39 ,10 56 31.09 
19 15 08.49 ,10 56 24.02 
19 15 13.98 ,10 56 23.58 
19 15 12.71 ,10 57 04.29 
19 15 09.24 ,10 57 08.87 
19 15 11.40 ,10 56 08.02 
19 15 10.12 ,10 57 13.95 
19 15 08.62 ,10 56 34.87 
19 15 10.28 ,10 56 54.45 
19 15 10.05 ,10 56 28.00 
19 15 12.27 ,10 56 51.80 
19 15 12.49 ,10 55 35.65 
19 15 14.97 ,10 56 22.72 
19 15 11.54 ,10 57 41.38 
19 15 10.16 ,10 56 13.34 
19 15 12.27 ,10 57 09.09 
19 15 08.59 ,10 57 21.37 
19 15 09.56 ,10 55 47.75 
19 15 11.22 ,10 56 18.26 
19 15 08.56 ,10 56 27.54 
19 15 15.06 ,10 56 54.03 
19 15 12.04 ,10 56 58.22 
19 15 13.40 ,10 56 57.79 
19 15 12.23 ,10 57 39.68 
19 15 12.47 ,10 56 03.99 
19 15 08.57 ,10 56 16.60 
19 15 12.21 ,10 56 25.56 
19 15 11.09 ,10 56 16.40 
19 15 13.40 ,10 56 22.51 
19 15 11.94 ,10 57 51.31 
19 15 08.88 ,10 56 03.12 
19 15 15.02 ,10 57 14.41 
19 15 11.09 ,10 57 02.65 
19 15 07.31 ,10 56 13.34 
19 15 08.81 ,10 56 09.90 
19 15 11.07 ,10 56 34.05 
19 15 06.08 ,10 56 56.07 
19 15 11.24 ,10 56 18.83 
19 15 11.73 ,10 57 23.55 
19 15 12.01 ,10 55 55.91 
19 15 14.64 ,10 56 04.14 
19 15 12.07 ,10 57 04.63 
19 15 13.80 ,10 56 16.18 
19 15 12.17 ,10 56 30.63 
19 15 14.25 ,10 56 13.29 
19 15 10.67 ,10 56 37.16 
19 15 10.14 ,10 55 50.33 
19 15 11.75 ,10 56 17.16 
19 15 09.09 ,10 55 48.82 
19 15 12.33 ,10 56 09.84 
19 15 10.08 ,10 56 39.39 
19 15 15.69 ,10 56 57.01 
19 15 13.90 ,10 57 13.36 
19 15 12.24 ,10 57 02.11 
19 15 11.85 ,10 56 16.72 
19 15 07.00 ,10 56 14.04 
19 15 10.41 ,10 57 23.90 
19 15 09.78 ,10 56 16.30 
19 15 08.18 ,10 56 16.15 
19 15 06.57 ,10 56 55.11 
19 15 12.92 ,10 55 51.89 
19 15 13.82 ,10 55 48.11 
19 15 09.36 ,10 56 22.15 
19 15 07.73 ,10 56 52.17 
19 15 14.56 ,10 56 41.99 
19 15 09.36 ,10 56 21.59 
19 15 09.72 ,10 56 31.36 
19 15 10.06 ,10 57 24.94 
19 15 09.93 ,10 57 03.11 
19 15 09.64 ,10 56 19.63 
19 15 08.62 ,10 56 31.14 
19 15 12.64 ,10 57 25.16 
19 15 12.25 ,10 55 43.91 
19 15 13.32 ,10 55 42.30 
19 15 11.40 ,10 56 49.19 
19 15 14.91 ,10 56 12.54 
19 15 12.03 ,10 56 03.43 
19 15 10.14 ,10 56 29.93 
19 15 12.46 ,10 57 25.68 
19 15 10.42 ,10 55 40.43 
19 15 14.60 ,10 56 27.03 
19 15 12.53 ,10 56 26.05 
19 15 12.27 ,10 56 58.97 
19 15 10.66 ,10 57 04.79 
19 15 13.02 ,10 56 07.32 
19 15 13.12 ,10 56 23.92 
19 15 08.82 ,10 55 51.26 
