ra,dec
20 54 01.98,-30 00 07.01
20 54 02.39,-29 59 55.41
20 53 58.33,-29 59 40.01
20 53 58.51,-29 59 57.46
20 53 59.39,-29 59 36.08
20 53 58.37,-30 00 24.13
20 53 58.78,-30 00 24.18
20 54 01.70,-29 59 39.25
20 53 58.39,-29 59 41.31
20 54 02.06,-29 59 37.44
20 54 00.82,-30 00 35.07
20 53 58.08,-30 00 08.03
20 53 57.67,-29 59 56.33
20 54 01.44,-30 00 19.77
20 53 59.08,-29 59 54.03
20 54 02.00,-30 00 09.83
20 54 02.90,-30 00 12.47
20 54 00.55,-30 00 19.69
20 54 02.04,-29 59 48.39
20 54 00.48,-30 00 05.03
20 54 01.07,-29 59 48.12
20 54 01.82,-29 59 40.52
20 54 02.56,-30 00 13.07
20 54 01.53,-29 59 33.65
20 54 00.50,-29 59 22.82
20 54 00.56,-29 59 52.92
20 53 59.28,-30 00 24.87
20 53 58.90,-30 00 27.51
20 53 57.26,-30 00 05.99
20 54 00.06,-29 59 50.24
20 53 57.92,-30 00 22.75
20 53 59.85,-29 59 59.43
20 53 59.38,-30 00 38.33
20 54 00.19,-29 59 59.67
20 53 57.04,-30 00 08.76
20 54 00.33,-29 59 35.11
20 53 58.31,-30 00 27.68
20 54 01.98,-29 59 32.15
20 53 59.96,-29 59 38.41
20 54 00.10,-29 59 48.73
20 54 02.00,-30 00 24.60
20 54 01.61,-29 59 56.89
20 54 01.54,-30 00 15.82
20 53 58.46,-29 59 52.09
20 54 00.38,-30 00 00.28
20 54 02.99,-29 59 45.89
20 54 00.37,-29 59 52.17
20 54 02.63,-29 59 59.51
20 53 58.63,-30 00 35.10
20 53 59.99,-30 00 12.78
20 54 00.50,-30 00 35.44
20 54 01.58,-30 00 23.31
20 54 00.23,-30 00 20.30
20 53 57.14,-29 59 46.49
20 54 00.56,-30 00 20.51
20 53 58.33,-30 00 04.20
20 54 00.10,-29 59 38.95
20 53 57.86,-29 59 53.37
20 53 59.27,-30 00 27.38
20 54 01.66,-30 00 15.95
20 53 59.56,-30 00 24.59
20 54 00.51,-30 00 20.89
20 53 59.03,-30 00 33.94
20 53 59.68,-30 00 24.93
20 54 01.62,-29 59 35.11
20 54 01.00,-30 00 20.95
20 54 00.98,-30 00 02.17
20 54 03.15,-29 59 56.24
20 53 58.18,-30 00 08.44
20 53 59.91,-29 59 27.55
20 54 00.44,-29 59 31.15
20 53 58.88,-29 59 58.73
20 53 59.91,-29 59 33.56
20 53 58.09,-30 00 17.06
20 53 57.54,-30 00 16.53
20 53 57.48,-30 00 03.83
20 53 57.33,-30 00 11.61
20 53 59.01,-30 00 01.19
20 54 00.62,-30 00 19.90
20 54 01.31,-30 00 05.95
20 53 59.34,-29 59 48.34
20 54 00.99,-29 59 46.21
20 53 57.04,-30 00 01.85
20 53 57.74,-30 00 04.07
20 53 59.28,-30 00 00.18
20 54 01.10,-29 59 55.52
20 53 59.49,-30 00 23.49
20 53 59.23,-30 00 19.19
20 53 59.10,-29 59 46.90
20 53 57.75,-30 00 06.62
20 54 00.68,-30 00 25.65
20 53 58.06,-29 59 56.99
20 53 57.99,-29 59 48.41
20 53 59.89,-29 59 30.70
20 54 01.16,-29 59 53.93
20 54 02.14,-29 59 51.98
20 54 00.81,-29 59 53.40
20 53 58.13,-29 59 37.48
20 53 58.82,-30 00 31.01
20 53 58.21,-29 59 43.14
20 53 59.67,-30 00 18.28
20 53 59.51,-29 59 28.23
20 53 58.66,-30 00 16.20
20 54 02.32,-29 59 58.65
20 54 00.10,-29 59 46.85
20 54 00.75,-29 59 52.10
20 54 00.97,-29 59 35.94
20 53 59.12,-29 59 51.15
20 54 01.95,-30 00 08.81
20 54 02.40,-30 00 12.26
20 53 59.80,-29 59 38.04
20 53 59.40,-29 59 38.87
20 54 01.23,-29 59 38.10
20 54 02.25,-30 00 13.10
20 53 59.30,-29 59 32.83
20 53 59.10,-29 59 47.52
20 54 01.09,-29 59 27.65
20 54 00.69,-30 00 14.03
20 54 01.48,-30 00 10.49
20 53 59.78,-29 59 41.06
20 54 00.74,-29 59 46.24
20 53 58.32,-30 00 14.30
20 53 58.89,-30 00 00.39
20 54 02.84,-30 00 04.18
20 54 02.04,-29 59 32.34
20 53 58.45,-29 59 39.41
20 53 58.51,-29 59 56.89
20 54 00.43,-29 59 57.69
20 53 59.32,-30 00 26.90
20 54 01.37,-29 59 37.84
20 54 01.02,-29 59 48.35
20 53 58.75,-30 00 35.39
20 54 01.90,-29 59 41.92
20 53 58.86,-29 59 28.44
20 54 02.23,-30 00 08.53
20 54 01.25,-30 00 21.81
20 53 59.53,-30 00 28.59
20 53 59.94,-30 00 34.08
20 54 00.74,-29 59 43.44
20 54 00.27,-30 00 27.76
20 54 01.32,-29 59 35.04
20 53 58.70,-30 00 11.67
20 54 01.56,-30 00 01.99
20 53 57.81,-29 59 41.25
20 53 59.92,-29 59 57.81
20 54 02.74,-30 00 21.59
20 54 00.41,-29 59 58.00
20 54 01.62,-29 59 38.41
20 53 58.04,-30 00 02.94
20 54 02.23,-29 59 48.28
20 54 00.41,-29 59 35.90
20 53 58.48,-30 00 16.48
20 54 00.53,-30 00 08.67
20 53 58.25,-30 00 15.45
20 53 59.89,-29 59 58.45
20 54 02.26,-30 00 17.47
20 54 01.07,-29 59 36.92
20 53 58.62,-30 00 10.46
20 54 02.67,-30 00 23.82
20 53 59.74,-30 00 16.75
20 54 00.35,-29 59 54.64
20 53 58.66,-29 59 53.71
20 53 59.00,-29 59 25.45
20 54 02.79,-30 00 18.17
20 54 00.65,-30 00 26.24
20 53 58.68,-29 59 57.51
20 53 58.42,-29 59 59.71
20 53 59.19,-29 59 33.51
20 53 58.91,-29 59 59.54
20 53 58.64,-30 00 30.65
20 53 58.36,-30 00 19.63
20 54 01.91,-29 59 57.60
20 54 02.34,-29 59 44.76
20 54 01.02,-29 59 51.22
20 53 59.55,-30 00 03.28
20 53 59.29,-29 59 34.77
20 54 00.84,-30 00 21.17
20 53 59.15,-30 00 04.61
20 54 00.67,-30 00 12.61
20 54 01.39,-30 00 02.91
20 54 00.69,-29 59 52.65
20 54 02.20,-30 00 01.64
20 53 58.09,-30 00 04.73
20 54 01.33,-30 00 15.11
20 53 59.68,-30 00 19.01
20 54 00.79,-29 59 30.67
20 54 00.04,-29 59 49.54
20 54 02.92,-30 00 06.28
20 53 58.86,-29 59 33.63
20 54 01.61,-29 59 51.83
20 54 00.01,-30 00 09.98
20 53 59.36,-29 59 54.72
20 54 01.09,-30 00 06.54
20 53 59.04,-29 59 28.31
20 53 58.22,-29 59 58.93
20 53 57.19,-29 59 54.16
20 54 00.92,-30 00 32.25
20 54 01.48,-30 00 04.69
20 54 00.77,-30 00 05.44
20 53 58.08,-30 00 00.27
20 54 01.35,-30 00 08.39
20 53 59.78,-29 59 49.73
20 54 00.44,-29 59 54.49
20 54 00.12,-30 00 04.21
20 54 00.54,-29 59 59.08
20 54 01.96,-29 59 31.36
20 53 58.92,-30 00 17.47
20 54 01.01,-30 00 12.96
20 53 58.97,-29 59 51.95
20 53 59.44,-29 59 58.44
20 53 58.91,-29 59 26.24
20 54 01.07,-30 00 09.67
20 54 00.77,-30 00 04.33
20 53 59.17,-30 00 21.10
20 54 02.22,-29 59 47.19
20 54 00.02,-29 59 44.94
20 53 57.29,-29 59 53.83
20 53 57.51,-30 00 01.00
20 53 59.66,-30 00 28.53
20 54 01.91,-29 59 41.11
20 53 57.46,-29 59 43.39
20 54 00.23,-29 59 42.99
20 53 59.96,-30 00 15.30
20 53 59.53,-30 00 32.23
20 53 59.89,-30 00 26.13
20 53 59.71,-29 59 47.92
20 54 00.67,-30 00 05.09
20 54 02.32,-30 00 04.77
20 53 58.65,-29 59 49.38
20 53 59.36,-29 59 55.34
20 53 58.69,-30 00 09.27
20 54 01.79,-29 59 31.77
20 54 01.24,-29 59 31.94
20 54 00.51,-29 59 23.25
20 54 01.36,-30 00 12.84
20 54 00.96,-30 00 08.08
20 53 57.91,-29 59 56.75
20 53 58.67,-30 00 06.95
20 54 01.68,-30 00 30.71
20 54 03.14,-30 00 05.14
20 54 00.50,-29 59 59.07
20 54 01.41,-30 00 09.92
20 53 58.87,-30 00 04.71
20 54 00.77,-30 00 39.20
20 53 59.69,-29 59 39.45
20 54 00.36,-30 00 33.78
20 53 58.51,-30 00 16.75
20 53 58.82,-30 00 25.94
20 53 58.40,-30 00 00.69
20 53 57.69,-30 00 21.96
20 53 59.67,-29 59 44.58
20 54 01.58,-29 59 51.65
20 54 00.39,-30 00 17.84
20 54 01.33,-29 59 49.98
20 54 01.80,-29 59 57.65
20 54 00.16,-29 59 44.36
20 54 00.33,-30 00 11.64
20 54 02.45,-29 59 47.76
20 54 00.06,-30 00 13.06
20 53 58.70,-29 59 41.13
20 54 01.14,-29 59 43.55
20 54 02.47,-29 59 45.13
20 54 02.79,-30 00 19.73
20 53 58.98,-30 00 17.06
20 54 02.89,-29 59 56.73
20 54 00.12,-29 59 53.89
20 54 00.27,-29 59 40.23
20 54 01.52,-30 00 16.39
20 54 01.46,-30 00 19.62
20 54 01.91,-29 59 43.62
20 54 02.85,-30 00 00.20
20 54 00.95,-29 59 48.50
20 54 01.60,-29 59 39.95
20 53 57.65,-29 59 46.99
20 53 59.90,-30 00 19.77
20 53 58.59,-30 00 26.78
20 53 57.89,-30 00 03.39
20 54 02.83,-30 00 03.72
20 53 58.90,-29 59 37.48
20 54 00.36,-30 00 00.35
20 53 59.23,-30 00 12.62
20 54 00.12,-29 59 56.21
20 54 02.95,-30 00 11.77
20 53 59.81,-29 59 46.15
20 53 59.74,-29 59 44.47
20 54 01.52,-29 59 53.45
20 53 57.32,-29 59 59.92
20 54 01.49,-30 00 16.85
20 53 58.27,-30 00 09.65
20 54 00.71,-30 00 02.30
20 53 57.42,-29 59 41.13
20 53 59.06,-30 00 31.05
20 54 01.10,-30 00 03.37
20 54 01.03,-30 00 11.22
20 54 01.48,-30 00 14.08
20 53 59.32,-30 00 31.62
20 53 59.97,-30 00 29.34
20 53 58.93,-30 00 18.70
20 53 59.83,-29 59 48.31
20 53 59.53,-29 59 36.59
20 54 00.51,-29 59 52.91
20 53 59.31,-29 59 51.71
20 54 02.30,-29 59 38.72
20 54 00.67,-30 00 09.92
20 54 00.58,-30 00 14.31
20 54 03.16,-30 00 06.32
20 54 00.20,-30 00 13.59
20 54 00.93,-30 00 10.86
20 53 59.23,-30 00 10.55
20 53 58.41,-29 59 45.60
20 53 58.41,-30 00 15.55
20 54 00.81,-30 00 17.59
20 53 58.12,-30 00 04.64
20 54 02.15,-30 00 30.99
20 54 01.27,-30 00 03.36
20 54 01.22,-30 00 32.15
20 53 59.99,-30 00 39.37
20 54 00.39,-29 59 30.18
20 54 00.16,-29 59 53.21
20 53 58.95,-30 00 35.09
20 53 58.71,-29 59 30.93
20 53 59.75,-29 59 44.16
20 54 00.04,-29 59 54.05
20 54 01.97,-30 00 26.10
20 53 59.52,-29 59 28.41
20 53 58.50,-29 59 26.20
20 54 00.18,-29 59 56.80
20 54 00.28,-29 59 40.26
20 53 58.67,-30 00 23.50
20 54 00.20,-30 00 12.37
20 53 58.71,-29 59 51.07
20 54 01.70,-30 00 15.99
20 54 01.56,-30 00 11.06
20 54 00.73,-29 59 46.96
20 54 00.07,-30 00 02.20
20 54 02.71,-30 00 13.91
20 54 00.07,-29 59 39.76
20 54 02.17,-30 00 03.51
20 53 58.33,-30 00 15.24
20 53 58.22,-29 59 34.21
20 54 00.68,-29 59 38.98
20 53 58.96,-29 59 51.96
20 54 01.06,-30 00 08.49
20 53 57.93,-29 59 50.05
20 53 58.73,-29 59 37.85
20 53 59.56,-29 59 34.08
20 53 58.60,-30 00 18.99
20 53 59.50,-30 00 04.01
20 54 01.34,-30 00 36.11
20 53 59.49,-29 59 28.44
20 54 02.61,-29 59 56.77
20 54 01.16,-29 59 36.59
20 54 00.19,-29 59 20.32
20 53 58.74,-30 00 11.82
20 54 00.16,-30 00 13.88
20 54 00.46,-29 59 55.48
20 53 59.40,-30 00 17.60
20 53 59.04,-29 59 26.26
20 53 58.71,-30 00 03.13
20 53 59.61,-30 00 07.11
20 53 59.61,-29 59 55.43
20 53 59.35,-30 00 03.15
20 53 58.43,-29 59 46.38
20 53 57.64,-29 59 52.69
20 53 58.40,-29 59 39.68
20 53 59.53,-30 00 38.05
20 53 58.44,-30 00 32.55
20 53 58.28,-29 59 50.47
20 53 58.37,-29 59 54.09
20 53 59.00,-30 00 13.31
20 53 59.70,-29 59 53.65
20 54 02.02,-29 59 53.09
20 54 02.85,-30 00 00.66
20 53 58.47,-29 59 51.81
20 53 58.47,-29 59 59.02
20 54 00.84,-30 00 10.98
20 54 01.53,-30 00 03.90
20 54 00.31,-30 00 27.40
20 54 00.36,-29 59 39.26
20 53 58.84,-30 00 02.87
20 53 59.35,-29 59 33.93
20 53 57.89,-29 59 50.62
20 54 00.79,-30 00 16.06
20 53 57.77,-29 59 43.10
20 53 59.46,-30 00 17.38
20 53 59.96,-30 00 11.02
20 53 57.58,-30 00 17.17
20 53 59.59,-29 59 44.45
20 53 59.70,-29 59 33.71
20 54 00.54,-30 00 26.76
20 53 58.38,-29 59 30.11
20 53 59.22,-29 59 55.54
20 54 01.47,-29 59 41.77
20 54 00.95,-30 00 13.51
20 53 59.70,-30 00 12.48
20 54 01.14,-30 00 14.71
20 54 00.92,-29 59 30.45
20 53 58.33,-30 00 12.50
20 53 58.21,-30 00 07.80
20 53 59.90,-30 00 14.01
20 53 58.63,-29 59 56.25
20 54 00.71,-29 59 38.17
20 54 01.62,-29 59 43.25
20 54 00.14,-30 00 16.78
20 53 59.91,-30 00 37.93
20 54 01.29,-30 00 24.19
20 54 00.12,-30 00 13.28
20 53 59.07,-30 00 02.05
20 53 58.34,-30 00 19.98
20 53 59.65,-30 00 25.91
20 53 59.77,-29 59 37.00
20 54 00.79,-29 59 58.24
20 54 01.65,-29 59 50.61
20 54 01.67,-29 59 58.27
20 53 57.81,-29 59 40.85
20 53 58.04,-29 59 48.72
20 53 59.97,-29 59 51.26
20 53 59.53,-29 59 42.13
