ra,dec
20 30 04.17,-73 00 30.77
20 29 53.12,-73 00 31.93
20 29 58.76,-72 59 45.15
20 30 10.32,-73 00 05.19
20 29 58.87,-73 00 16.65
20 29 58.93,-72 59 20.98
20 29 55.79,-73 00 15.36
20 30 00.96,-72 59 48.12
20 30 00.32,-72 59 53.85
20 29 57.01,-72 59 53.60
20 30 03.23,-73 00 22.16
20 30 08.07,-72 59 41.74
20 29 54.97,-72 59 38.70
20 30 02.20,-73 00 15.22
20 30 02.16,-72 59 18.15
20 29 54.80,-72 59 23.08
20 30 03.14,-72 59 52.91
20 29 56.89,-72 59 43.72
20 30 01.60,-73 00 34.45
20 29 52.52,-72 59 36.58
20 30 01.27,-73 00 18.99
20 30 01.82,-73 00 04.39
20 29 59.44,-73 00 33.08
20 30 00.44,-72 59 09.97
20 30 06.90,-72 59 29.62
20 29 59.72,-73 00 13.49
20 30 03.26,-72 59 45.60
20 29 57.38,-73 00 02.02
20 29 57.32,-72 59 16.80
20 29 59.89,-72 59 45.07
20 30 06.72,-73 00 17.03
20 30 00.85,-73 00 14.08
20 29 58.83,-72 59 32.36
20 29 58.27,-72 59 22.88
20 30 02.00,-72 59 49.71
20 30 02.48,-73 00 42.50
20 29 56.58,-72 59 39.81
20 29 58.37,-73 00 38.46
20 30 06.32,-72 59 59.43
20 29 51.25,-73 00 10.77
20 30 03.42,-73 00 22.20
20 30 05.59,-73 00 35.24
20 30 02.24,-72 59 43.69
20 30 01.16,-72 59 21.18
20 29 56.38,-72 59 53.89
20 29 57.43,-72 59 44.40
20 29 57.73,-73 00 18.95
20 29 52.61,-73 00 18.07
20 30 01.04,-73 00 16.07
20 29 56.14,-72 59 45.67
20 29 56.81,-72 59 27.16
20 30 05.48,-72 59 34.67
20 30 05.58,-72 59 45.53
20 29 59.17,-73 00 48.96
20 30 05.68,-73 00 20.12
20 30 00.69,-72 59 11.56
20 30 08.50,-73 00 06.80
20 29 53.89,-73 00 24.32
20 29 56.92,-73 00 36.23
20 29 59.22,-73 00 08.84
20 29 58.57,-73 00 11.95
20 29 56.57,-73 00 41.66
20 30 01.11,-73 00 00.33
20 30 10.92,-72 59 47.01
20 29 59.85,-72 59 45.05
20 30 02.81,-73 00 36.55
20 30 00.05,-73 00 14.54
20 30 05.10,-73 00 22.03
20 29 58.50,-73 00 00.88
20 29 57.81,-72 59 47.31
20 30 01.04,-73 00 09.88
20 29 56.88,-72 59 49.50
20 30 04.91,-72 59 36.79
20 29 52.41,-72 59 49.50
20 30 01.82,-73 00 34.41
20 29 54.64,-72 59 22.00
20 29 53.33,-72 59 27.47
20 30 01.02,-73 00 41.22
20 30 07.45,-73 00 22.81
20 30 01.13,-73 00 39.71
20 30 04.88,-72 59 52.12
20 29 57.62,-72 59 54.20
20 30 01.15,-73 00 40.98
20 30 10.23,-72 59 46.57
20 30 04.40,-73 00 18.50
20 30 01.90,-73 00 27.02
20 30 08.49,-72 59 41.08
20 30 02.14,-73 00 07.66
20 29 57.32,-72 59 15.93
20 29 59.63,-72 59 34.98
20 29 58.78,-73 00 00.07
20 30 02.97,-72 59 19.30
20 30 01.24,-73 00 08.91
20 29 55.68,-72 59 56.93
20 29 51.27,-72 59 53.36
20 29 55.85,-73 00 41.66
20 30 07.43,-72 59 53.32
20 29 59.42,-73 00 20.80
20 29 54.99,-72 59 58.73
20 29 55.52,-72 59 26.17
20 30 00.58,-72 59 28.38
20 30 08.34,-73 00 15.01
20 29 57.62,-73 00 33.44
20 30 05.32,-73 00 07.08
20 30 08.81,-72 59 57.60
20 29 54.39,-73 00 22.17
20 30 01.69,-73 00 25.41
