ra,dec
00 14 19.66 ,-30 23 58.55 
00 14 20.13 ,-30 23 44.42 
00 14 18.31 ,-30 24 00.28 
00 14 19.29 ,-30 23 44.86 
00 14 19.47 ,-30 23 49.51 
00 14 21.64 ,-30 24 10.80 
00 14 20.03 ,-30 23 46.32 
00 14 21.06 ,-30 24 21.62 
00 14 22.12 ,-30 23 32.42 
00 14 21.56 ,-30 24 37.02 
00 14 21.25 ,-30 23 31.87 
00 14 22.45 ,-30 23 54.54 
00 14 17.92 ,-30 23 48.07 
00 14 22.36 ,-30 24 02.12 
00 14 18.63 ,-30 24 00.68 
00 14 18.87 ,-30 24 04.05 
00 14 19.90 ,-30 24 29.12 
00 14 21.85 ,-30 23 34.65 
00 14 20.40 ,-30 24 16.40 
00 14 19.66 ,-30 24 12.43 
00 14 18.85 ,-30 24 13.38 
00 14 19.27 ,-30 24 27.46 
00 14 19.72 ,-30 23 43.13 
00 14 20.83 ,-30 24 18.95 
00 14 19.22 ,-30 24 24.81 
00 14 19.12 ,-30 24 39.67 
00 14 18.93 ,-30 24 12.53 
00 14 17.88 ,-30 24 04.98 
00 14 21.17 ,-30 23 38.86 
00 14 19.81 ,-30 23 30.55 
00 14 19.87 ,-30 23 30.91 
00 14 21.36 ,-30 24 07.59 
00 14 21.12 ,-30 23 38.46 
00 14 22.87 ,-30 24 08.53 
00 14 21.51 ,-30 24 26.55 
00 14 19.66 ,-30 24 42.29 
00 14 23.60 ,-30 24 09.70 
00 14 18.30 ,-30 24 27.76 
00 14 21.96 ,-30 23 46.73 
00 14 18.99 ,-30 24 03.16 
00 14 22.08 ,-30 23 51.34 
00 14 19.91 ,-30 23 50.11 
00 14 21.93 ,-30 24 07.42 
00 14 20.73 ,-30 24 10.66 
00 14 20.02 ,-30 24 37.50 
00 14 18.76 ,-30 23 32.56 
00 14 22.72 ,-30 24 11.95 
00 14 19.88 ,-30 23 30.33 
00 14 19.34 ,-30 24 09.15 
00 14 20.57 ,-30 23 43.40 
00 14 20.19 ,-30 23 47.21 
00 14 18.91 ,-30 24 19.10 
00 14 20.37 ,-30 23 57.85 
00 14 20.74 ,-30 24 27.42 
00 14 19.33 ,-30 24 18.66 
00 14 22.59 ,-30 24 29.76 
00 14 21.08 ,-30 23 48.75 
00 14 21.72 ,-30 24 28.21 
00 14 20.11 ,-30 24 13.94 
00 14 19.53 ,-30 23 47.34 
00 14 21.06 ,-30 23 40.53 
00 14 18.66 ,-30 23 59.59 
00 14 19.78 ,-30 24 21.83 
00 14 20.13 ,-30 23 52.87 
00 14 23.18 ,-30 24 17.24 
00 14 22.72 ,-30 24 08.35 
00 14 19.25 ,-30 24 10.73 
00 14 21.67 ,-30 24 33.12 
00 14 19.90 ,-30 23 30.65 
00 14 20.41 ,-30 24 01.29 
00 14 20.49 ,-30 23 54.31 
00 14 23.06 ,-30 24 14.53 
00 14 21.09 ,-30 24 23.68 
00 14 19.76 ,-30 24 40.18 
00 14 22.49 ,-30 24 29.32 
00 14 21.58 ,-30 23 51.05 
00 14 18.65 ,-30 24 03.69 
00 14 22.58 ,-30 23 53.83 
00 14 20.87 ,-30 24 03.57 
00 14 22.98 ,-30 23 55.95 
00 14 21.48 ,-30 24 10.14 
00 14 19.94 ,-30 24 20.54 
00 14 19.07 ,-30 23 32.64 
00 14 21.79 ,-30 24 10.97 
00 14 22.86 ,-30 24 12.76 
00 14 22.81 ,-30 23 56.97 
00 14 19.11 ,-30 24 01.02 
00 14 19.81 ,-30 24 00.87 
00 14 18.40 ,-30 23 55.90 
00 14 20.98 ,-30 23 33.06 
00 14 19.95 ,-30 24 21.97 
00 14 17.76 ,-30 24 04.96 
00 14 20.11 ,-30 24 17.55 
00 14 18.47 ,-30 24 13.69 
00 14 20.83 ,-30 24 24.03 
00 14 19.96 ,-30 23 50.68 
00 14 18.81 ,-30 24 14.78 
00 14 20.68 ,-30 24 18.01 
00 14 21.75 ,-30 23 52.16 
00 14 22.32 ,-30 23 57.80 
00 14 21.10 ,-30 24 08.76 
00 14 21.37 ,-30 24 28.58 
00 14 22.68 ,-30 24 06.86 
00 14 21.34 ,-30 23 58.28 
00 14 18.11 ,-30 24 01.34 
00 14 17.80 ,-30 24 16.16 
00 14 21.14 ,-30 24 28.85 
00 14 18.20 ,-30 23 47.82 
00 14 21.25 ,-30 24 10.03 
00 14 20.47 ,-30 24 32.04 
00 14 20.08 ,-30 23 28.05 
00 14 21.08 ,-30 24 21.19 
00 14 19.13 ,-30 24 32.25 
00 14 20.41 ,-30 24 24.77 
00 14 18.62 ,-30 24 27.03 
00 14 23.26 ,-30 24 19.55 
00 14 20.80 ,-30 23 26.48 
00 14 19.60 ,-30 23 41.85 
00 14 20.03 ,-30 24 16.87 
00 14 21.02 ,-30 23 28.17 
00 14 20.58 ,-30 24 19.96 
00 14 23.06 ,-30 24 17.99 
00 14 18.19 ,-30 23 41.83 
00 14 19.26 ,-30 23 39.03 
00 14 19.39 ,-30 23 53.75 
00 14 18.26 ,-30 23 57.53 
00 14 19.99 ,-30 23 28.82 
00 14 18.07 ,-30 24 12.46 
00 14 20.34 ,-30 23 51.40 
00 14 18.51 ,-30 24 16.12 
00 14 20.08 ,-30 23 53.60 
00 14 19.79 ,-30 24 05.26 
00 14 21.08 ,-30 24 20.29 
00 14 22.42 ,-30 23 33.11 
00 14 18.65 ,-30 23 59.99 
00 14 20.25 ,-30 23 47.92 
00 14 19.80 ,-30 23 59.30 
00 14 21.31 ,-30 24 09.02 
00 14 23.13 ,-30 24 02.03 
00 14 19.74 ,-30 24 16.89 
00 14 19.62 ,-30 23 53.84 
00 14 21.97 ,-30 24 07.13 
00 14 18.24 ,-30 24 03.49 
00 14 19.92 ,-30 23 24.24 
00 14 18.88 ,-30 24 04.50 
00 14 20.57 ,-30 24 00.88 
00 14 22.20 ,-30 23 57.94 
00 14 22.81 ,-30 23 59.49 
00 14 19.72 ,-30 23 32.60 
00 14 18.86 ,-30 24 22.54 
00 14 21.25 ,-30 24 04.11 
00 14 19.70 ,-30 23 46.14 
00 14 19.20 ,-30 23 58.78 
00 14 19.27 ,-30 24 36.94 
00 14 22.05 ,-30 24 08.54 
00 14 18.84 ,-30 23 41.64 
00 14 20.32 ,-30 24 24.79 
00 14 20.33 ,-30 23 26.40 
00 14 18.88 ,-30 24 31.03 
00 14 19.80 ,-30 23 37.28 
00 14 18.68 ,-30 24 35.99 
00 14 23.63 ,-30 23 59.17 
00 14 18.60 ,-30 24 04.28 
00 14 20.77 ,-30 24 03.79 
