ra,dec
14 01 01.47 ,02 52 28.97 
14 01 00.83 ,02 52 25.27 
14 01 01.71 ,02 52 09.12 
14 01 01.25 ,02 52 23.69 
14 01 02.78 ,02 51 55.23 
14 00 59.51 ,02 52 37.64 
14 01 02.69 ,02 52 12.95 
14 01 01.24 ,02 51 34.81 
14 00 59.87 ,02 52 14.61 
14 01 00.34 ,02 52 51.24 
14 01 02.19 ,02 52 29.89 
14 01 00.52 ,02 51 38.93 
14 01 02.36 ,02 52 12.35 
14 01 00.05 ,02 52 41.67 
14 01 01.65 ,02 52 43.98 
14 01 01.37 ,02 52 26.35 
14 01 02.43 ,02 52 23.00 
14 01 02.44 ,02 52 03.28 
14 00 59.94 ,02 52 09.02 
14 01 01.63 ,02 52 15.76 
14 01 01.82 ,02 52 48.77 
14 00 59.76 ,02 52 48.18 
14 01 02.44 ,02 52 38.22 
14 01 00.86 ,02 52 03.97 
14 01 01.25 ,02 52 03.12 
14 01 01.50 ,02 51 55.48 
14 01 02.97 ,02 51 52.68 
14 01 01.34 ,02 52 21.37 
14 00 59.89 ,02 52 07.78 
14 01 01.90 ,02 51 57.31 
14 01 00.56 ,02 51 57.09 
14 01 01.00 ,02 52 21.62 
14 00 59.85 ,02 51 48.93 
14 01 02.26 ,02 51 43.13 
14 01 00.07 ,02 52 22.55 
14 00 59.52 ,02 52 29.84 
14 01 00.31 ,02 52 30.58 
14 00 59.97 ,02 52 37.64 
14 01 00.34 ,02 51 40.46 
14 00 59.32 ,02 52 00.76 
14 01 02.62 ,02 52 26.40 
14 01 02.34 ,02 52 02.24 
14 01 02.37 ,02 52 21.28 
14 00 59.82 ,02 52 17.39 
14 01 00.59 ,02 52 26.11 
14 01 03.20 ,02 52 18.45 
14 01 02.83 ,02 52 07.73 
14 01 00.62 ,02 52 26.37 
14 00 59.46 ,02 51 56.08 
14 01 02.13 ,02 52 34.76 
14 01 02.30 ,02 52 17.91 
14 01 00.80 ,02 52 01.65 
14 01 00.84 ,02 52 20.30 
14 01 01.89 ,02 52 12.91 
14 00 58.93 ,02 52 16.37 
14 01 01.37 ,02 52 07.57 
14 01 03.56 ,02 52 14.15 
14 00 59.65 ,02 52 18.79 
14 00 59.46 ,02 51 58.03 
14 01 00.36 ,02 52 41.49 
14 01 03.39 ,02 52 17.54 
14 01 03.52 ,02 52 19.92 
14 01 00.10 ,02 52 42.62 
14 01 02.02 ,02 52 02.97 
14 01 00.36 ,02 52 40.06 
14 01 00.52 ,02 52 07.41 
14 00 59.69 ,02 52 04.88 
14 01 02.22 ,02 51 53.01 
14 01 00.18 ,02 52 22.62 
14 01 02.30 ,02 52 20.07 
14 01 00.80 ,02 52 41.61 
14 01 02.91 ,02 51 54.64 
14 01 00.40 ,02 52 42.62 
14 01 00.38 ,02 52 46.00 
14 01 00.11 ,02 51 42.58 
14 01 03.23 ,02 52 03.79 
14 01 02.30 ,02 52 02.41 
14 01 01.79 ,02 52 13.55 
14 01 00.83 ,02 52 10.77 
14 01 01.72 ,02 52 30.80 
14 01 00.23 ,02 52 14.71 
14 01 01.77 ,02 51 58.11 
14 01 01.34 ,02 52 37.96 
14 01 02.00 ,02 52 11.00 
14 01 01.03 ,02 52 42.49 
14 01 00.29 ,02 52 32.58 
14 00 59.15 ,02 52 35.29 
14 01 02.28 ,02 52 05.57 
14 01 00.77 ,02 51 46.73 
14 01 01.04 ,02 51 55.62 
14 01 01.65 ,02 52 26.31 
14 01 00.73 ,02 52 18.33 
14 01 02.42 ,02 52 13.86 
14 01 00.03 ,02 52 03.97 
14 01 00.99 ,02 52 23.37 
14 01 02.79 ,02 52 17.33 
14 00 59.65 ,02 52 32.11 
14 01 01.58 ,02 51 49.36 
14 01 02.00 ,02 52 08.40 
14 01 03.04 ,02 52 05.69 
14 01 01.16 ,02 52 43.95 
14 01 02.92 ,02 52 03.02 
14 01 02.70 ,02 52 04.94 
14 01 01.07 ,02 51 40.88 
14 01 03.24 ,02 52 23.96 
14 01 02.34 ,02 52 07.80 
14 00 59.16 ,02 52 21.71 
14 01 00.30 ,02 51 59.73 
14 01 02.65 ,02 51 56.40 
14 01 02.70 ,02 51 42.88 
14 01 00.66 ,02 52 46.58 
14 01 03.49 ,02 52 06.22 
14 00 59.49 ,02 51 56.86 
14 01 02.28 ,02 51 58.66 
14 01 02.02 ,02 52 33.49 
14 01 01.45 ,02 51 40.91 
14 01 01.69 ,02 52 34.81 
14 01 02.76 ,02 52 25.51 
14 01 03.39 ,02 52 04.87 
14 01 02.48 ,02 52 09.72 
14 00 59.68 ,02 52 20.22 
14 01 03.11 ,02 52 13.41 
14 01 02.00 ,02 51 57.18 
14 00 59.78 ,02 52 22.21 
14 01 02.86 ,02 51 45.18 
14 01 00.06 ,02 52 25.23 
14 01 00.09 ,02 51 54.96 
14 01 02.14 ,02 52 30.57 
14 00 59.90 ,02 52 25.93 
14 01 02.26 ,02 52 12.48 
14 01 02.39 ,02 51 50.76 
14 01 03.26 ,02 52 08.55 
14 01 00.13 ,02 52 20.57 
14 01 03.19 ,02 52 39.99 
14 01 01.66 ,02 52 11.47 
14 01 02.21 ,02 52 21.14 
14 01 00.79 ,02 52 35.29 
14 01 00.25 ,02 51 43.48 
14 01 01.00 ,02 52 25.23 
14 01 00.43 ,02 51 58.75 
14 01 02.26 ,02 52 28.85 
14 01 02.76 ,02 52 00.64 
14 01 00.57 ,02 52 32.37 
14 01 02.01 ,02 52 07.78 
14 01 01.84 ,02 52 33.46 
14 01 02.60 ,02 52 31.92 
14 01 00.60 ,02 52 18.36 
14 01 02.97 ,02 52 39.49 
14 01 01.33 ,02 52 37.21 
14 01 00.68 ,02 52 38.43 
14 01 00.32 ,02 52 29.50 
14 01 02.02 ,02 52 10.22 
14 01 01.05 ,02 52 01.91 
14 01 00.79 ,02 52 20.24 
14 01 01.46 ,02 52 55.44 
14 00 59.09 ,02 52 37.31 
14 01 00.01 ,02 52 17.14 
14 01 00.58 ,02 52 32.60 
14 01 02.77 ,02 51 58.47 
14 01 01.65 ,02 52 33.52 
14 01 01.12 ,02 51 49.61 
14 01 01.44 ,02 51 49.64 
14 01 01.75 ,02 52 30.74 
14 01 01.00 ,02 52 30.88 
14 01 01.18 ,02 51 51.72 
14 01 01.74 ,02 52 19.24 
14 01 01.99 ,02 52 15.76 
14 01 02.04 ,02 52 20.93 
14 01 02.45 ,02 52 49.85 
14 00 59.67 ,02 52 18.58 
14 01 03.34 ,02 51 55.84 
14 01 02.99 ,02 52 24.83 
14 00 59.20 ,02 51 53.93 
14 01 02.44 ,02 52 46.35 
14 00 59.30 ,02 52 37.66 
14 01 02.27 ,02 51 52.68 
14 01 01.86 ,02 51 50.84 
14 01 02.34 ,02 52 25.58 
14 01 03.02 ,02 52 21.52 
14 01 02.94 ,02 51 54.39 
14 01 03.45 ,02 52 37.89 
14 01 02.08 ,02 51 56.84 
14 01 01.33 ,02 52 28.06 
14 01 00.15 ,02 52 18.76 
14 01 03.72 ,02 52 00.12 
14 00 59.65 ,02 52 03.85 
14 01 02.45 ,02 51 53.24 
14 01 01.84 ,02 52 22.07 
14 01 01.89 ,02 52 33.87 
14 01 02.60 ,02 52 02.69 
14 00 59.68 ,02 52 12.89 
14 01 02.77 ,02 52 12.51 
14 00 59.24 ,02 52 03.83 
14 01 02.10 ,02 52 02.29 
14 01 03.20 ,02 52 14.22 
14 01 02.41 ,02 52 37.68 
14 01 02.16 ,02 52 50.27 
14 01 03.13 ,02 52 12.71 
14 01 02.45 ,02 52 47.35 
14 01 02.04 ,02 52 41.26 
14 01 02.46 ,02 51 59.05 
14 01 01.65 ,02 52 01.89 
14 01 01.15 ,02 52 53.96 
14 00 59.22 ,02 52 02.75 
14 01 01.62 ,02 51 51.86 
14 01 01.24 ,02 52 47.92 
14 01 01.09 ,02 51 54.35 
14 01 00.02 ,02 52 15.86 
14 01 01.39 ,02 52 26.49 
14 01 00.32 ,02 51 44.30 
14 00 59.59 ,02 51 47.98 
14 01 00.85 ,02 52 34.13 
14 00 59.86 ,02 52 40.83 
14 01 01.44 ,02 52 38.76 
14 01 03.35 ,02 51 57.77 
