ra,dec
05 34 21.05 ,-05 12 18.34 
05 35 56.29 ,-05 36 30.16 
05 35 36.47 ,-05 10 50.44 
05 36 49.99 ,-05 23 29.56 
05 36 07.93 ,-05 25 27.77 
05 36 00.82 ,-05 40 45.36 
05 36 18.62 ,-05 06 48.04 
05 36 32.23 ,-05 22 51.30 
05 34 44.21 ,-05 39 07.42 
05 34 05.54 ,-05 22 38.10 
05 34 18.39 ,-05 14 44.04 
05 36 35.23 ,-05 17 05.59 
05 35 15.16 ,-05 35 12.38 
05 35 22.88 ,-05 39 22.37 
05 35 42.97 ,-05 25 48.65 
05 35 29.14 ,-05 15 03.84 
05 35 04.89 ,-05 20 32.70 
05 36 30.50 ,-05 14 03.91 
05 35 56.13 ,-05 16 37.37 
05 35 34.48 ,-05 25 46.85 
05 34 25.99 ,-05 22 02.97 
05 35 53.03 ,-05 33 54.54 
05 35 15.93 ,-05 28 56.59 
05 35 29.69 ,-05 34 11.76 
05 34 28.30 ,-05 19 20.58 
05 35 30.95 ,-05 11 30.47 
05 35 07.50 ,-05 07 34.78 
05 35 31.75 ,-05 23 12.22 
05 35 14.18 ,-05 32 03.72 
05 34 30.91 ,-05 23 50.08 
05 35 09.66 ,-05 32 16.44 
05 35 22.97 ,-05 17 25.62 
05 36 06.58 ,-05 38 59.79 
05 36 20.16 ,-05 25 52.74 
05 34 18.49 ,-05 39 12.22 
05 35 58.60 ,-05 31 44.04 
05 35 46.23 ,-05 27 53.04 
05 34 35.60 ,-05 28 21.07 
05 36 02.51 ,-05 27 26.58 
05 35 17.45 ,-05 04 12.02 
05 34 21.23 ,-05 25 01.56 
05 35 10.07 ,-05 46 58.16 
05 34 42.10 ,-05 19 56.04 
05 34 16.73 ,-05 15 49.43 
05 35 56.23 ,-05 26 31.37 
05 34 05.59 ,-05 14 19.33 
05 35 43.15 ,-05 13 09.50 
05 35 33.17 ,-05 05 43.20 
05 35 11.58 ,-05 20 57.89 
05 34 07.24 ,-05 17 20.64 
05 34 49.48 ,-05 14 33.34 
05 35 55.65 ,-05 44 11.26 
05 34 52.26 ,-05 21 57.48 
05 35 13.40 ,-05 39 07.58 
05 34 55.44 ,-05 33 31.54 
05 36 03.88 ,-05 18 23.27 
05 34 46.70 ,-05 04 50.52 
05 34 58.46 ,-05 24 42.80 
05 34 39.31 ,-05 41 33.81 
05 36 21.77 ,-05 28 44.72 
05 34 11.55 ,-05 12 41.97 
05 34 29.72 ,-05 16 10.47 
05 35 48.37 ,-05 43 38.47 
05 34 28.47 ,-05 24 24.50 
05 35 30.92 ,-05 27 44.56 
05 35 11.96 ,-05 27 28.90 
05 35 50.44 ,-05 22 37.50 
05 34 32.68 ,-05 29 24.95 
05 34 52.92 ,-05 38 08.87 
05 34 54.36 ,-05 21 58.67 
05 36 29.80 ,-05 18 55.50 
05 35 13.67 ,-05 40 54.27 
05 35 07.31 ,-05 25 41.79 
05 36 04.24 ,-05 14 36.11 
05 34 36.05 ,-05 44 00.12 
05 34 50.07 ,-05 31 30.26 
05 35 22.50 ,-05 35 20.82 
05 35 12.37 ,-05 43 02.47 
05 34 09.77 ,-05 25 56.81 
05 36 21.65 ,-05 23 32.99 
05 33 59.93 ,-05 37 32.01 
05 34 44.92 ,-05 43 57.32 
05 34 35.40 ,-05 27 13.30 
05 35 03.30 ,-05 08 26.51 
05 36 11.09 ,-05 27 38.59 
05 34 49.02 ,-05 09 32.15 
05 33 40.11 ,-05 28 23.47 
05 36 46.52 ,-05 24 06.15 
05 34 14.61 ,-05 35 52.68 
05 35 33.51 ,-05 22 55.99 
05 34 26.72 ,-05 34 31.19 
05 35 42.30 ,-05 04 22.67 
05 36 07.93 ,-05 38 07.39 
05 34 38.77 ,-05 33 28.01 
05 34 45.89 ,-05 05 49.27 
05 34 17.10 ,-05 07 53.90 
05 35 58.37 ,-05 18 19.25 
05 34 40.92 ,-05 36 12.79 
05 35 29.82 ,-05 38 50.97 
05 35 44.49 ,-05 25 14.81 
05 36 30.69 ,-05 06 28.33 
05 35 01.45 ,-05 01 28.96 
05 35 46.53 ,-05 05 37.12 
05 36 17.02 ,-05 27 12.82 
05 35 03.29 ,-05 11 40.34 
05 35 20.25 ,-05 27 07.74 
05 34 00.05 ,-05 33 32.05 
05 35 46.92 ,-05 04 05.40 
05 34 58.16 ,-05 38 36.66 
