ra,dec
18 20 37.50 ,-16 13 39.61 
18 20 44.08 ,-16 06 38.10 
18 20 47.65 ,-16 15 02.16 
18 20 37.54 ,-16 14 38.45 
18 20 45.29 ,-16 10 27.31 
18 21 13.43 ,-16 12 21.07 
18 21 05.25 ,-16 12 29.56 
18 20 56.27 ,-16 15 57.74 
18 21 11.29 ,-16 08 36.83 
18 20 47.90 ,-16 10 25.79 
18 21 05.63 ,-16 07 51.87 
18 20 49.06 ,-16 16 39.00 
18 20 58.35 ,-16 15 20.78 
18 20 39.84 ,-16 09 15.26 
18 21 11.65 ,-16 11 51.60 
18 20 50.00 ,-16 14 38.13 
18 20 36.80 ,-16 08 40.59 
18 21 00.94 ,-16 10 38.19 
18 20 47.10 ,-16 15 54.98 
18 20 52.79 ,-16 08 08.13 
18 20 33.95 ,-16 10 55.30 
18 20 30.31 ,-16 12 25.88 
18 20 33.40 ,-16 09 29.52 
18 20 33.50 ,-16 12 24.12 
18 20 54.83 ,-16 13 55.39 
18 20 57.50 ,-16 13 15.30 
18 20 52.83 ,-16 06 59.04 
18 21 09.92 ,-16 13 10.20 
18 20 47.89 ,-16 13 31.91 
18 20 44.64 ,-16 13 11.18 
18 21 01.08 ,-16 08 45.37 
18 20 32.96 ,-16 12 33.38 
18 20 47.23 ,-16 13 23.73 
18 21 07.65 ,-16 11 29.06 
18 20 58.98 ,-16 07 34.10 
18 20 50.11 ,-16 15 39.57 
18 20 53.16 ,-16 10 03.34 
18 21 06.17 ,-16 14 02.63 
18 20 52.80 ,-16 16 17.79 
18 20 36.51 ,-16 13 04.08 
18 20 49.98 ,-16 15 05.24 
18 20 37.02 ,-16 14 30.03 
18 20 46.81 ,-16 14 01.04 
18 20 26.40 ,-16 12 17.63 
18 21 04.11 ,-16 12 51.12 
18 20 56.14 ,-16 09 56.29 
18 20 52.39 ,-16 06 11.06 
18 20 53.52 ,-16 11 09.19 
18 20 40.82 ,-16 13 17.15 
18 20 43.98 ,-16 07 54.42 
18 20 56.88 ,-16 14 55.80 
18 21 01.26 ,-16 08 26.95 
18 20 35.45 ,-16 14 42.87 
18 20 47.06 ,-16 15 12.72 
18 20 57.72 ,-16 09 15.18 
18 20 47.52 ,-16 07 47.09 
18 21 04.57 ,-16 11 44.94 
18 21 05.69 ,-16 13 05.08 
18 20 51.37 ,-16 10 26.17 
18 20 49.01 ,-16 07 26.29 
18 20 43.42 ,-16 15 10.57 
18 21 04.17 ,-16 06 55.89 
18 20 28.65 ,-16 12 56.62 
18 20 52.31 ,-16 15 19.47 
18 21 00.93 ,-16 12 45.45 
18 20 30.36 ,-16 14 22.52 
18 20 48.88 ,-16 16 13.89 
18 20 48.82 ,-16 10 43.46 
18 20 41.37 ,-16 11 18.69 
18 20 57.23 ,-16 07 34.25 
18 20 56.59 ,-16 08 09.19 
18 21 02.12 ,-16 07 57.53 
18 21 07.03 ,-16 13 52.05 
18 20 43.57 ,-16 14 59.51 
18 20 46.96 ,-16 14 03.99 
18 20 36.81 ,-16 10 43.65 
18 20 32.44 ,-16 12 53.61 
18 21 01.16 ,-16 09 33.36 
18 20 46.94 ,-16 14 53.26 
18 20 49.90 ,-16 10 00.86 
18 20 55.84 ,-16 08 48.27 
18 21 08.84 ,-16 10 11.73 
18 20 29.46 ,-16 07 11.72 
18 20 37.79 ,-16 06 47.70 
18 20 46.86 ,-16 14 26.92 
18 20 45.17 ,-16 10 10.86 
18 20 48.14 ,-16 15 01.18 
18 20 48.67 ,-16 14 14.78 
18 20 46.01 ,-16 12 33.02 
18 20 40.83 ,-16 10 13.04 
18 21 00.87 ,-16 09 44.82 
18 20 55.85 ,-16 07 27.33 
18 20 49.90 ,-16 13 18.92 
18 20 28.06 ,-16 07 37.71 
18 21 12.19 ,-16 10 14.18 
18 20 36.85 ,-16 12 41.58 
18 20 48.38 ,-16 14 25.47 
18 20 30.42 ,-16 12 32.56 
18 20 49.48 ,-16 11 37.18 
18 21 02.05 ,-16 09 42.23 
18 20 32.00 ,-16 08 20.80 
18 21 13.94 ,-16 11 33.45 
18 20 51.80 ,-16 07 11.52 
18 20 44.85 ,-16 14 42.62 
18 20 44.04 ,-16 07 11.96 
18 20 59.74 ,-16 15 41.92 
18 20 56.79 ,-16 11 08.79 
18 20 52.60 ,-16 14 17.90 
18 20 39.18 ,-16 11 26.47 
18 20 56.37 ,-16 05 28.47 
18 20 51.44 ,-16 11 16.94 
18 20 39.31 ,-16 11 22.92 
18 20 59.94 ,-16 15 06.22 
18 20 47.50 ,-16 06 45.47 
18 20 51.83 ,-16 08 36.08 
18 20 52.67 ,-16 07 12.06 
18 20 45.24 ,-16 15 17.50 
18 20 46.14 ,-16 08 20.11 
18 20 52.81 ,-16 15 28.27 
18 20 57.90 ,-16 06 16.98 
18 21 06.92 ,-16 08 42.78 
18 21 04.06 ,-16 10 34.06 
18 20 57.56 ,-16 13 04.04 
18 20 33.16 ,-16 06 47.83 
18 20 28.93 ,-16 11 58.38 
18 20 39.18 ,-16 09 41.74 
18 20 42.60 ,-16 09 00.91 
18 20 49.35 ,-16 14 28.42 
18 21 02.03 ,-16 12 32.54 
18 20 49.39 ,-16 11 06.24 
18 20 30.13 ,-16 13 43.47 
18 20 55.15 ,-16 07 34.99 
18 20 54.82 ,-16 12 04.73 
18 20 46.72 ,-16 16 32.71 
18 20 49.76 ,-16 10 40.83 
18 20 44.19 ,-16 15 31.95 
18 20 31.26 ,-16 06 34.03 
18 20 28.90 ,-16 10 39.34 
18 20 39.67 ,-16 14 33.43 
18 20 58.04 ,-16 09 19.67 
18 20 38.71 ,-16 11 10.20 
18 20 44.90 ,-16 07 25.09 
18 20 50.53 ,-16 05 46.82 
18 20 30.30 ,-16 13 32.91 
18 20 44.54 ,-16 11 34.25 
18 21 00.58 ,-16 10 57.16 
18 20 34.50 ,-16 14 43.93 
18 20 43.43 ,-16 10 46.31 
18 20 55.50 ,-16 08 41.92 
18 20 59.51 ,-16 11 32.09 
18 20 52.09 ,-16 10 07.27 
18 20 34.90 ,-16 15 33.07 
18 20 41.49 ,-16 14 50.19 
18 20 50.71 ,-16 09 27.25 
18 20 59.28 ,-16 15 07.52 
18 20 45.46 ,-16 10 55.16 
18 20 52.42 ,-16 12 18.11 
18 21 00.84 ,-16 07 36.97 
18 20 38.95 ,-16 06 05.29 
18 20 39.45 ,-16 11 46.19 
18 20 41.04 ,-16 08 32.30 
18 20 56.37 ,-16 14 38.66 
18 20 37.90 ,-16 10 25.79 
18 20 38.27 ,-16 11 10.22 
18 21 04.24 ,-16 11 37.71 
18 20 50.48 ,-16 05 54.82 
18 20 34.93 ,-16 08 08.65 
18 20 45.23 ,-16 13 17.89 
18 21 05.35 ,-16 13 51.84 
18 20 41.02 ,-16 06 07.97 
18 20 40.76 ,-16 09 45.09 
18 20 38.29 ,-16 13 53.86 
18 20 43.50 ,-16 12 07.98 
18 20 53.71 ,-16 13 49.75 
18 21 01.02 ,-16 11 12.60 
18 21 10.92 ,-16 09 01.95 
18 20 44.75 ,-16 05 18.63 
18 20 56.50 ,-16 09 48.20 
18 20 52.79 ,-16 13 02.94 
18 20 54.92 ,-16 15 13.74 
18 20 28.26 ,-16 10 23.44 
18 20 44.98 ,-16 16 15.54 
18 20 31.92 ,-16 11 37.33 
18 20 31.45 ,-16 10 02.82 
18 20 49.20 ,-16 09 01.87 
18 20 30.05 ,-16 09 06.20 
18 20 35.27 ,-16 11 35.40 
18 20 49.83 ,-16 10 53.51 
18 21 03.14 ,-16 11 51.35 
18 21 01.20 ,-16 07 22.22 
18 20 32.43 ,-16 11 22.03 
18 20 47.05 ,-16 12 54.05 
18 21 11.73 ,-16 08 03.44 
18 20 54.71 ,-16 12 14.45 
18 20 43.96 ,-16 08 34.00 
18 20 42.87 ,-16 05 33.87 
18 20 47.14 ,-16 07 21.44 
18 21 09.18 ,-16 08 21.60 
18 20 40.69 ,-16 12 26.40 
18 20 46.74 ,-16 15 07.24 
18 20 52.59 ,-16 10 15.76 
18 21 00.14 ,-16 14 15.75 
18 21 03.33 ,-16 13 30.05 
18 20 44.42 ,-16 12 35.60 
18 20 51.12 ,-16 07 31.67 
18 21 09.05 ,-16 11 14.91 
18 20 41.12 ,-16 15 19.51 
18 20 29.21 ,-16 13 31.75 
18 20 49.22 ,-16 11 09.13 
18 20 47.72 ,-16 17 06.82 
18 20 57.29 ,-16 06 20.46 
18 20 58.29 ,-16 07 13.37 
18 21 08.19 ,-16 08 31.74 
18 21 01.91 ,-16 14 36.92 
18 20 55.96 ,-16 09 46.45 
18 20 43.65 ,-16 05 33.50 
18 21 02.95 ,-16 10 28.21 
18 20 40.39 ,-16 06 23.48 
18 20 59.21 ,-16 06 31.87 
18 20 39.30 ,-16 10 48.69 
18 20 52.11 ,-16 11 44.08 
18 20 41.41 ,-16 09 13.21 
18 21 06.90 ,-16 10 34.04 
18 20 36.99 ,-16 09 02.41 
18 20 46.38 ,-16 06 10.17 
18 20 40.16 ,-16 06 54.09 
18 21 04.59 ,-16 10 57.91 
18 20 47.06 ,-16 11 09.72 
18 20 40.68 ,-16 09 43.96 
18 20 43.46 ,-16 16 34.75 
18 20 28.72 ,-16 14 08.81 
